timestamp,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,pressure,is_leak,risk_level,RUL,pressure_rolling_mean,pressure_rolling_std,pressure_residual,pressure_gradient,contamination_index
2026-02-12 18:24:01.202512,7.248357076505616,187.2872095393189,17964.515808538334,6.784865175311606,346.93144990667275,413.66988229975857,8.05828409731878,80.62556453457864,3.569699716189019,56.62377678140391,0.0,LOW,307.07871734887937,39.55282785582943,17.480298691235156,-18.856769969332476,-2.826630033116558,1476.677261441393
2026-02-12 18:25:01.202512,6.930867849414407,186.3975767484844,19083.50161083904,6.951016144389535,344.33294370142664,400.9804344505233,10.835043059189385,91.9917949909588,4.60889172971092,53.79714674828735,0.0,LOW,336.26475994429774,39.55282785582943,17.480298691235156,-18.856769969332476,-2.826630033116558,1848.0754081149087
2026-02-12 18:26:01.202512,7.323844269050346,146.13070482109956,18207.85681686457,7.0964423178813725,295.5392061677803,365.5075946866109,12.238914781122242,71.5282763405258,3.7612692068883775,57.27500084232275,0.0,LOW,210.10177731147675,39.55282785582943,17.480298691235156,-18.856769969332476,3.4778540940353935,1374.7724607785876
2026-02-12 18:27:01.202512,7.761514928204012,190.09729424895687,20331.25414083836,8.420292192469269,356.18336887054954,399.797867132177,14.449006732774077,61.918064639841305,3.9633984853023474,55.674726982312535,0.0,LOW,192.9323168339582,39.55282785582943,17.480298691235156,-18.856769969332476,-1.600273860010212,1584.5582610187794
2026-02-12 18:28:01.202512,6.882923312638332,221.9848724546524,23591.53559438574,5.879174037269885,273.3966929769353,439.2673300394355,17.072486979820635,48.93240291722525,4.402173424646402,56.62765325518077,0.0,LOW,212.37758341535732,39.55282785582943,17.480298691235156,-18.856769969332476,0.9529262728682326,1933.730966614983
2026-02-12 18:29:01.202512,6.88293152152541,161.77303642769616,17686.873528576387,5.73047951273101,306.83262696958684,389.9070296816929,16.082407830115294,64.19975750378732,3.8587256152057416,21.050483860018318,1.0,CRITICAL,6.895793670892276,39.55282785582943,17.480298691235156,-18.856769969332476,-35.57716939516245,1504.544242981534
2026-02-12 18:30:01.202512,7.789606407753696,231.45447953151776,23002.461493305243,8.854929613214463,253.03648748408767,433.5814104184219,10.462025604657544,69.25002124240888,2.6275064991690984,23.082237081243303,1.0,CRITICAL,8.056604416519974,39.55282785582943,17.480298691235156,-18.856769969332476,2.031753221224985,1139.237973793308
2026-02-12 18:31:01.202512,7.383717364576454,214.6332446325301,17654.983782959338,6.306032887178053,395.3450606785126,333.06649772615623,12.884863213503042,42.59084683562887,4.628411253187483,22.38518058682577,1.0,CRITICAL,3.0285643188522005,39.55282785582943,17.480298691235156,-18.856769969332476,-0.6970564944175344,1541.568726135485
2026-02-12 18:32:01.202512,6.765262807032524,177.97300034086885,17457.118362509347,5.105446969634401,323.73802024218816,351.68850790834364,14.2291267661077,80.74356685610861,4.778450180940536,28.316014534202623,1.0,CRITICAL,8.114952015912866,39.55282785582943,17.480298691235156,-18.856769969332476,5.930833947376854,1680.5260142493316
2026-02-12 18:33:01.202512,7.2712800217929825,195.75411087986456,22455.78385502964,6.272305086850195,419.67536139265246,341.254359738082,13.213378626660502,59.21737605906145,2.6182187358796893,20.696057886496952,1.0,CRITICAL,7.667144449264104,39.55282785582943,17.480298691235156,-18.856769969332476,-7.619956647705671,893.4785583668737
2026-02-12 18:34:01.202512,6.768291153593768,247.949654229231,22765.80913402285,6.504920897133999,365.11799706077977,354.7894902566075,13.192114322395115,79.7826534576192,3.1696961560369235,21.32528954158605,1.0,CRITICAL,4.828882791853239,36.022979131847634,17.211995547837034,-14.697689590261586,0.6292316550890966,1124.5748834686683
2026-02-12 18:35:01.202512,6.767135123214872,222.006434405176,22554.229810287965,9.332444091588648,350.9239285340409,502.9744837364873,8.831770026037184,65.82528060718425,5.3167157322398575,17.699972556825706,1.0,CRITICAL,4.58011679108504,32.41326171270148,16.851594232788607,-14.71328915587577,-3.6253169847603424,2674.172350597002
2026-02-12 18:36:01.202512,7.120981135783017,200.26350964694444,16052.607775345576,8.387239318565106,309.55089222876,458.0831034488288,10.541797546581078,70.75546708619692,4.062424274952738,22.88178586788063,1.0,CRITICAL,1.0465276759011466,28.973940215257265,14.568762966178436,-6.092154347376635,5.181813311054924,1860.9279193962084
2026-02-12 18:37:01.202512,6.043359877671101,192.86950049117047,18602.147065783847,8.721280924948363,291.14599857250323,313.84615050525235,12.79118045258218,54.76881263869908,3.9024858912892553,24.243826019948283,1.0,CRITICAL,0.8767790523409036,25.83085011902084,11.159905923899307,-1.5870240990725577,1.362040152067653,1224.7801743821915
2026-02-12 18:38:01.202512,6.137541083743484,202.29827211354976,22468.965776009965,8.229960463520179,353.9188629558778,434.9998637126764,4.720322975164514,60.486155426952806,3.6015316150653005,21.95863256348786,1.0,CRITICAL,7.478824121269291,22.36394804985155,2.733503813594689,-0.4053154863636905,-2.285193456460423,1566.665761710301
2026-02-12 18:39:01.202512,6.718856235379514,184.6470932617309,20124.625521691683,8.41936550742297,330.1394396290807,368.7534149881144,15.921932960029563,76.27267397379131,3.178508144400356,23.768377419099615,1.0,CRITICAL,5.850364398613998,22.63573740575968,2.723497078427192,1.132640013339934,1.8097448556117541,1172.085732815166
2026-02-12 18:40:01.202512,6.493584439832788,136.85751482842954,16778.921461407608,5.967876810129523,279.429187380588,345.40923316227475,9.88196270086679,63.89602824418602,3.7639076503855313,17.952087515281104,1.0,CRITICAL,4.891485564477992,22.12272244916346,3.0887303739251806,-4.170634933882358,-5.816289903818511,1300.0884552132857
2026-02-12 18:41:01.202512,7.157123666297637,261.26533731604195,21374.953817376325,6.702096766969773,272.32566333966724,281.1408427421994,16.060514399795412,48.32041574884529,4.582095917415998,55.49363248997412,0.0,LOW,317.40570960081106,25.43356763947829,11.00400983399948,30.060064850495827,37.54154497469301,1288.2143077479252
2026-02-12 18:42:01.202512,6.545987962239394,204.65974997598204,17855.57822302559,5.515127030464677,294.65185083425666,477.7534955056195,15.79674801341273,67.78518488083648,3.889025428433301,54.27801009476118,0.0,LOW,230.6161155575285,28.029767195534152,14.322030159270131,26.248242899227026,-1.2156223952129395,1857.9954925442491
