timestamp,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,pressure,is_leak,risk_level,RUL
2026-02-12 18:24:01.202512,7.2483570765056164,187.2872095393189,17964.515808538334,6.784865175311606,346.93144990667275,413.66988229975857,8.05828409731878,80.62556453457864,3.569699716189019,56.62377678140391,0.0,LOW,307.07871734887937
2026-02-12 18:25:01.202512,6.930867849414407,186.39757674848437,19083.50161083904,6.951016144389535,344.33294370142664,400.9804344505233,10.835043059189385,91.99179499095881,4.60889172971092,53.79714674828735,0.0,LOW,336.26475994429774
2026-02-12 18:26:01.202512,7.323844269050346,146.13070482109956,18207.856816864572,7.0964423178813725,295.5392061677803,365.50759468661084,12.238914781122242,71.5282763405258,3.7612692068883775,57.27500084232275,0.0,LOW,210.10177731147675
2026-02-12 18:27:01.202512,7.761514928204012,190.09729424895687,20331.25414083836,8.420292192469269,356.18336887054954,399.79786713217703,14.449006732774075,61.918064639841305,3.9633984853023474,55.674726982312535,0.0,LOW,192.9323168339582
2026-02-12 18:28:01.202512,6.882923312638332,221.98487245465236,23591.53559438574,5.879174037269885,273.3966929769353,439.2673300394355,17.072486979820635,48.93240291722525,4.402173424646402,56.62765325518077,0.0,LOW,212.37758341535735
2026-02-12 18:29:01.202512,6.88293152152541,161.77303642769616,17686.873528576387,5.73047951273101,306.83262696958684,389.90702968169285,16.082407830115294,64.19975750378732,3.8587256152057416,21.050483860018314,1.0,CRITICAL,6.895793670892276
2026-02-12 18:30:01.202512,7.789606407753696,231.45447953151776,23002.461493305243,8.854929613214463,253.03648748408767,433.5814104184219,10.462025604657544,69.25002124240888,2.6275064991690984,23.082237081243306,1.0,CRITICAL,8.056604416519974
2026-02-12 18:31:01.202512,7.383717364576454,214.63324463253014,17654.983782959338,6.306032887178053,395.3450606785126,333.06649772615623,12.884863213503042,42.59084683562887,4.628411253187483,22.38518058682577,1.0,CRITICAL,3.0285643188522005
2026-02-12 18:32:01.202512,6.765262807032524,177.97300034086885,17457.118362509347,5.105446969634401,323.73802024218816,351.68850790834364,14.229126766107699,80.74356685610861,4.778450180940536,28.316014534202623,1.0,CRITICAL,8.114952015912866
2026-02-12 18:33:01.202512,7.2712800217929825,195.75411087986458,22455.78385502964,6.272305086850195,419.67536139265246,341.254359738082,13.213378626660502,59.21737605906145,2.6182187358796893,20.696057886496952,1.0,CRITICAL,7.667144449264104
2026-02-12 18:34:01.202512,6.768291153593768,247.949654229231,22765.80913402285,6.5049208971339985,365.11799706077977,354.7894902566075,13.192114322395117,79.7826534576192,3.1696961560369235,21.32528954158605,1.0,CRITICAL,4.828882791853239
2026-02-12 18:35:01.202512,6.767135123214872,222.00643440517598,22554.229810287965,9.332444091588648,350.92392853404095,502.9744837364873,8.831770026037184,65.82528060718425,5.3167157322398575,17.699972556825706,1.0,CRITICAL,4.5801167910850396
2026-02-12 18:36:01.202512,7.120981135783017,200.26350964694444,16052.607775345576,8.387239318565106,309.55089222876,458.0831034488288,10.541797546581078,70.75546708619692,4.062424274952738,22.88178586788063,1.0,CRITICAL,1.0465276759011466
2026-02-12 18:37:01.202512,6.043359877671101,192.86950049117047,18602.147065783847,8.721280924948363,291.14599857250323,313.84615050525235,12.79118045258218,54.76881263869908,3.9024858912892553,24.243826019948283,1.0,CRITICAL,0.8767790523409036
2026-02-12 18:38:01.202512,6.137541083743484,202.29827211354979,22468.965776009965,8.229960463520179,353.9188629558778,434.9998637126764,4.720322975164514,60.486155426952806,3.6015316150653005,21.95863256348786,1.0,CRITICAL,7.478824121269291
2026-02-12 18:39:01.202512,6.718856235379514,184.6470932617309,20124.625521691683,8.41936550742297,330.1394396290807,368.7534149881144,15.921932960029563,76.27267397379131,3.178508144400356,23.768377419099618,1.0,CRITICAL,5.850364398613998
2026-02-12 18:40:01.202512,6.493584439832788,136.85751482842954,16778.921461407608,5.967876810129523,279.42918738058796,345.40923316227475,9.88196270086679,63.89602824418602,3.7639076503855313,17.952087515281104,1.0,CRITICAL,4.891485564477992
2026-02-12 18:41:01.202512,7.157123666297637,261.26533731604195,21374.953817376325,6.702096766969773,272.32566333966724,281.1408427421994,16.060514399795412,48.32041574884529,4.582095917415998,55.49363248997412,0.0,LOW,317.40570960081106
2026-02-12 18:42:01.202512,6.545987962239394,204.65974997598204,17855.57822302559,5.515127030464677,294.65185083425666,477.7534955056195,15.79674801341273,67.78518488083648,3.8890254284333006,54.27801009476118,0.0,LOW,230.6161155575285
2026-02-12 18:43:01.202512,6.293848149332354,211.94441795367612,25383.574545176634,6.68426795419445,405.8386890106492,290.8909480266289,12.368920870662848,72.17080026941441,4.327198860125134,55.49559626402435,0.0,LOW,433.89885934730523
